category,seed_name,seed_red_id,resolved_name,resolved_red_id,user_id,note_id,note_type,display_title,liked_count,note_url
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,689ec3e9000000001d03b805,normal,被联合国国际法委员会年度报告列入参考文献,451,https://www.xiaohongshu.com/explore/689ec3e9000000001d03b805?xsec_token=ABVvPXMkxw6iRzPpRnGn8OeuP0l_ugW8U7e7_N8GIJiwg=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,68e9d5b90000000003012cdb,normal,没想到吧，有一天能够在《辞海》中留下名字,724,https://www.xiaohongshu.com/explore/68e9d5b90000000003012cdb?xsec_token=AB8eohbgO0vtrhOxeuQQKYc9ah4atHpmA4SRZ9Tyb3q64=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,69a85606000000001600a481,normal,过去两天吃的没啥特色，脑袋还嗡嗡的,50,https://www.xiaohongshu.com/explore/69a85606000000001600a481?xsec_token=ABEeZmZYfcrUNO4jpadImJuWZFSz0HgBjI-ui931jiF94=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,69a449e9000000001b01ead1,normal,昨天吃了一食二楼的水煮肉片，明天就开学了,107,https://www.xiaohongshu.com/explore/69a449e9000000001b01ead1?xsec_token=ABJ9WN_lDN7bU47RhB97cueUmgGxkWgrr9ldDe8WdGDUU=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,69a19cd1000000001503970b,normal,鉴于🍠取消了我的认证，我决定正式转型,213,https://www.xiaohongshu.com/explore/69a19cd1000000001503970b?xsec_token=AB0nvwzA1okGWUW3GzbbQSXQvBo4CySwOHf2g_GbnQBIA=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,6959deb2000000002103dac1,normal,不管愿不愿意期不期待，总之明天见了🤡,481,https://www.xiaohongshu.com/explore/6959deb2000000002103dac1?xsec_token=ABM66z_ThiG60aeHRIkybSikAtgpXcU64ovXJayoQBUvA=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,6959324000000000220097e2,normal,最熟悉也最难回答，“国际法有什么用？”,61,https://www.xiaohongshu.com/explore/6959324000000000220097e2?xsec_token=ABM66z_ThiG60aeHRIkybSihx9giPd396QOrBbeVPlEpM=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,695090b4000000002103e95d,normal,希望下一个十二年，比过去的十二年，更好,65,https://www.xiaohongshu.com/explore/695090b4000000002103e95d?xsec_token=ABAGEEJkOuAlZ4OWo-MzSuKSMSuG1-IszH27U-nDVaX1Y=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,694a88a10000000019026b10,normal,快结束了，比任何一个学期都忙碌的这学期,52,https://www.xiaohongshu.com/explore/694a88a10000000019026b10?xsec_token=ABrYWWsI-6lQjaFNaC8rNyLgfFERmDMZOfazUVicNoDTU=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,692dab4a000000000d00d39a,normal,[华政国际法]纪念建系40周年,55,https://www.xiaohongshu.com/explore/692dab4a000000000d00d39a?xsec_token=ABJaZb2bBwPBmqOhlFgJVWR6-KCcBonvDprqQtTMm3I_c=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,6919c21b000000001b02455b,normal,自己给自己画饼，吃的更香，也更饱肚子,86,https://www.xiaohongshu.com/explore/6919c21b000000001b02455b?xsec_token=ABtxGSEJ3FCYFAm_MTBKmfCGyaWzCDWdCk8WqpVOkRPyM=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,690dbb2f0000000003039f4a,normal,今年的最后一段差旅，圆满结束了,68,https://www.xiaohongshu.com/explore/690dbb2f0000000003039f4a?xsec_token=ABK9awXaGreQr37KK-iapK7j3nLYPvw4MtUEU8USukFJs=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,690ad1e30000000003019881,normal,一食堂二楼现炒档口——患不公？患不均？,93,https://www.xiaohongshu.com/explore/690ad1e30000000003019881?xsec_token=ABQat4FR8hYyKmP71c4hp9yRLpqC8cv-9Q3ShLd6xboUY=&xsec_source=pc_search
教授,阿Win老师,4612344028,阿Win老师,4612344028,65abe74a000000001400537f,690825ec000000000301b75e,normal,身形条感固然重要，口腹之欲更不能少,71,https://www.xiaohongshu.com/explore/690825ec000000000301b75e?xsec_token=ABvgeXe4DlDyyPAL4tEQ9zvsDGXEJSIrFlqlSL_hIFrv4=&xsec_source=pc_search
