category,seed_name,seed_red_id,resolved_name,resolved_red_id,user_id,note_id,note_type,display_title,liked_count,note_url
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,67e15dde000000000903b9e1,normal,法律咨询＋论文写作辅导,157,https://www.xiaohongshu.com/explore/67e15dde000000000903b9e1?xsec_token=ABi8aC-beA5ycxz1zLeXxPKv7lfz7185wB25XeZpvexuI=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69a98026000000002800ab79,normal,周杰伦和田馥甄出撒事了？为啥霸榜？,5,https://www.xiaohongshu.com/explore/69a98026000000002800ab79?xsec_token=ABmthYnK2FWuR5oHt6zwQvuDhNr1gxu72iohqLigTrPgs=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69a7bb940000000028020b4a,normal,感谢袁治杰教授签赠译作！,28,https://www.xiaohongshu.com/explore/69a7bb940000000028020b4a?xsec_token=ABLV0XCNdwgPf-pjF9zmyf9BaoB-9qbGak3Xd2NkMVUxY=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69a6be62000000001a02bb85,normal,以前我没得选 ,64,https://www.xiaohongshu.com/explore/69a6be62000000001a02bb85?xsec_token=ABFJcXtWstnNDHFO72t9gYfL53MTGSc--bAcB_DOuftkw=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69a55458000000001a02a1ac,normal,《夫妻债务法》已经上市，JD,35,https://www.xiaohongshu.com/explore/69a55458000000001a02a1ac?xsec_token=ABGd3ZuGKk8zx1razCrPwdFfgBm_ni-IcHvzVc8tJCRDo=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69a2c07f000000002801edd8,normal,本人第一本专著《夫妻债务法》即将出版,596,https://www.xiaohongshu.com/explore/69a2c07f000000002801edd8?xsec_token=ABKX2GzBgYQ6iQbc0at0gQD7cK1MnaYAkLJIFSqwQznpA=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,699fa822000000001a01c199,normal,合伙份额的离婚财产分割纠纷,11,https://www.xiaohongshu.com/explore/699fa822000000001a01c199?xsec_token=AB8_Ze6604t6Ic62TyilmigqHoLB3IwpssEHPZ3Yw_HHQ=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,699eae75000000001a0334ad,normal,大年初九，马年第一个庭献给成都中院,13,https://www.xiaohongshu.com/explore/699eae75000000001a0334ad?xsec_token=ABavRMsx4VjEPcHY1XXKYVnx8Xh0ZRHiuVIaB2NGJArOk=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,699d1e9b000000001a0297c3,normal,马年开工大吉 ,33,https://www.xiaohongshu.com/explore/699d1e9b000000001a0297c3?xsec_token=ABwfiTdwp4AJbrsAEa46R9pZyvqaaAmqhU-0nFL30Qhvo=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,699bde0e00000000280090c1,normal,“喜当爹”的民事责任: 不当得利＋侵权,18,https://www.xiaohongshu.com/explore/699bde0e00000000280090c1?xsec_token=AB4ZMBc_ElLCSb_mVMgWMae7XkEabIySECr_fSBw43i2g=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,699934de000000000e03c66b,normal,本人招聘律师助理一名,367,https://www.xiaohongshu.com/explore/699934de000000000e03c66b?xsec_token=ABmBoteOm-IfUdwyyGn2MoKrL3uaY-htj77KudY_rUdqQ=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69944ab0000000001a01d945,normal,大年初一逛巢湖万达 ,66,https://www.xiaohongshu.com/explore/69944ab0000000001a01d945?xsec_token=ABVBQCLRYbE7nYy-hik-nrOydkMSVmMmSwzA70WxoUaN0=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6992811b000000001a0286c6,normal,安徽的新农村建设搞得不错,97,https://www.xiaohongshu.com/explore/6992811b000000001a0286c6?xsec_token=ABotpMRsOEum2qryF92FkphO2ZTD3WKr9r7HmLmp7HuYc=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6991b84f000000001a020d35,normal,今日高速畅通无阻 ,18,https://www.xiaohongshu.com/explore/6991b84f000000001a020d35?xsec_token=ABCbks08zC6SSblJ1248mMkIknepYMpTkKxakTR9BiSWI=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,698ebfa70000000028008694,normal,曾梦想仗剑走天涯 ,30,https://www.xiaohongshu.com/explore/698ebfa70000000028008694?xsec_token=ABGayLBrFe3B3SMfgWfaIoHGJdqE9dL_6Tkbjd35PwtcE=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,698aeebd0000000028020fcd,normal,感谢李贝教授签赠重磅译作,75,https://www.xiaohongshu.com/explore/698aeebd0000000028020fcd?xsec_token=ABbnEvHkjQKhiF6Iw89XMJXtcCiGOOCcecXmd1hfad7xA=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,697def0f000000000d00b762,normal,加菲 ,32,https://www.xiaohongshu.com/explore/697def0f000000000d00b762?xsec_token=ABdf_n2URabNi0kkdgbCCXslhhBNgKwXGPOJl1v_B1bnQ=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,697af98c000000001a030df4,normal,极其忙碌的开庭双周终于过去,15,https://www.xiaohongshu.com/explore/697af98c000000001a030df4?xsec_token=ABVBa45PqUcGRLWZVnegNEK_PYBBhP2JqZ7Grsta7rAK4=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69787697000000002801e614,normal,全国首例生成式ai幻觉引发的侵权之诉,31,https://www.xiaohongshu.com/explore/69787697000000002801e614?xsec_token=ABTq5L4azEQ9JkkEZ17Qe7Vu7PCqK7l5mXdWwoeg3uQnc=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69731c8a000000001a022e50,normal,今日打卡成都中院和成都环球中心,26,https://www.xiaohongshu.com/explore/69731c8a000000001a022e50?xsec_token=ABfyDbx743VtKHP0scLismKsu2D_7R8BkuavjThpuFJNU=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69722595000000001a02fd54,normal,2026年第一趟出差,16,https://www.xiaohongshu.com/explore/69722595000000001a02fd54?xsec_token=ABRDzmnQJpS96TEBAbUD1HV0QAc8IGPYHYVcqJat3jZmA=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6970b4f8000000001a01e25c,normal,刘志鑫: 虐待罪的宪法检视,9,https://www.xiaohongshu.com/explore/6970b4f8000000001a01e25c?xsec_token=ABcVVlYDlC6djwVkcPGnNvfsfzTEmtvGI7smXO6ne9vxE=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,696f48d5000000001a028d5d,normal,男子同房后不适四天后死亡，女方应否担责？,206,https://www.xiaohongshu.com/explore/696f48d5000000001a028d5d?xsec_token=ABQMuKLYWKHZIOMniPyUT6ZyGNMcALcQ0WI6XceKrU4Hg=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,696ee3be000000001a027445,video,魔都初雪，风调雨顺 ,13,https://www.xiaohongshu.com/explore/696ee3be000000001a027445?xsec_token=ABqdEyo8QzsLVdj7YnhSpY7GdOydhviyYHQSwJskpTj8c=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,696c6ae5000000001a02c88d,normal,嫣然天使儿童医院，献出一份爱心,65,https://www.xiaohongshu.com/explore/696c6ae5000000001a02c88d?xsec_token=AByOkBvSonvmnbpr8RPr8spsh3dVvmBcfx5lL2gAHBM7A=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6969d88b000000001a01ccd0,normal,感谢彭诚信院长签赠大作！,132,https://www.xiaohongshu.com/explore/6969d88b000000001a01ccd0?xsec_token=ABQ0KH4-kuKO-bcnm7qBtGzShawNH0oFyfk0yC6pEGDaw=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,69673385000000001a020554,normal,🥳在小红书创作1周年啦！,16,https://www.xiaohongshu.com/explore/69673385000000001a020554?xsec_token=ABMnWALzXSMfKAp7AkogKlb8dnukjFel_N4gwKETZJTtQ=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6965df37000000001a027add,normal,收到张焕然教授赠送的最新译作,48,https://www.xiaohongshu.com/explore/6965df37000000001a027add?xsec_token=ABSXw8E5a8jrgsFegfSM5dCJAattrjAg0K4NT_Q2yLysA=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,6961c87e000000001a029e14,normal,今天收到《法律适用》寄来的新年大礼包,68,https://www.xiaohongshu.com/explore/6961c87e000000001a029e14?xsec_token=ABAG2Ubm8GJpKIKAxcFPXrBIJ0uHSFabVEYfD0CcHMmu8=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,696097d9000000001a02c27b,normal,今天上午驱车十四公里来到美丽的交大,39,https://www.xiaohongshu.com/explore/696097d9000000001a02c27b?xsec_token=ABfJXzd5cOl4nI8CFJxObKRnzd8AKewnjFnytzvvJjWG4=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,696078f7000000001a02553f,normal,线上讲座通知一则 ,40,https://www.xiaohongshu.com/explore/696078f7000000001a02553f?xsec_token=ABfJXzd5cOl4nI8CFJxObKRvapwxVx-pJD5HfDx-oiKPw=&xsec_source=pc_search
律师,叶名怡,MingyiYE,叶名怡,MingyiYE,621632d30000000010006bd3,695fae2e000000001a01fc67,normal,2025年个人出行报告（高德）,13,https://www.xiaohongshu.com/explore/695fae2e000000001a01fc67?xsec_token=AB6BlE_W6dprYR18v1B0eKByd3Gtl8OisNT79RxzZh35g=&xsec_source=pc_search
