category,seed_name,seed_red_id,resolved_name,resolved_red_id,user_id,note_id,note_type,display_title,liked_count,note_url
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69492208000000001e0008a0,video,教学创新大赛创新报告“教学问题”如何提炼,890,https://www.xiaohongshu.com/explore/69492208000000001e0008a0?xsec_token=ABl8StWa2-h7jopG1-9GAUeHD2dA3hZdEfHtXpQQAC0_k=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,697048f4000000000b01052f,video,教改经验丰富，擅长教学设计、理论提炼,6,https://www.xiaohongshu.com/explore/697048f4000000000b01052f?xsec_token=ABcVVlYDlC6djwVkcPGnNvfvPryNG8Yco4amcD6m1cit8=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69aad6750000000015038ea0,normal,欧盟3月5日发布新版“教育工作者AI伦理指南,5,https://www.xiaohongshu.com/explore/69aad6750000000015038ea0?xsec_token=ABc3Ff8QfXnMqNgtfIpJP8EZIEhBD3Um10Za8_f_dlvmE=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69aa9136000000001a02b9ca,video,他山之石：AI课堂监测的避坑指南,3,https://www.xiaohongshu.com/explore/69aa9136000000001a02b9ca?xsec_token=ABc3Ff8QfXnMqNgtfIpJP8EU4SKAXt5pn7OvvfK5w4imo=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69a676f8000000001600afeb,video,教学创新大赛中AI赋能：工具 vs 教学设计,2,https://www.xiaohongshu.com/explore/69a676f8000000001600afeb?xsec_token=ABFJcXtWstnNDHFO72t9gYfJXPqKSZIzzb-NLzr5UUN30=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69a5885f000000001600a67a,video,教学创新大赛中如何总结教学效果,13,https://www.xiaohongshu.com/explore/69a5885f000000001600a67a?xsec_token=ABGd3ZuGKk8zx1razCrPwdFYH3_QYVBKcR7J0R3F6KbeM=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,69a18e4e0000000016009dfc,video,他山之石：教师AI教学实操干货,150,https://www.xiaohongshu.com/explore/69a18e4e0000000016009dfc?xsec_token=AB0nvwzA1okGWUW3GzbbQSXRxgEbYANBcqkPeXKHaw9eg=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,699ffc2a000000001d0265cf,normal,市场需求导向的高等教育改革启幕了。有多少,6,https://www.xiaohongshu.com/explore/699ffc2a000000001d0265cf?xsec_token=AB8_Ze6604t6Ic62TyilmiguvLrIC9tly5uWcNF2ArKHU=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,699ee0f6000000001d024e0f,normal,AI带来学生的情感卸载【教育周刊文章】人工,4,https://www.xiaohongshu.com/explore/699ee0f6000000001d024e0f?xsec_token=ABavRMsx4VjEPcHY1XXKYVn_K0l4B68Cx3u8Tg8G0w85g=&xsec_source=pc_search
教师,杨攀1008,95687769212,AI+智慧教学-杨攀,95687769212,603a119b0000000001002664,699d20b6000000002801df95,video,教学创新大赛中AI赋能：高阶思维与教学设计,11,https://www.xiaohongshu.com/explore/699d20b6000000002801df95?xsec_token=ABwfiTdwp4AJbrsAEa46R9pTeStjt8pip85Kj-otq5ptg=&xsec_source=pc_search
