category,seed_name,seed_red_id,resolved_name,resolved_red_id,user_id,note_id,note_type,display_title,liked_count,note_url
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,692826d9000000001d03c634,normal,大家好，这是问答帖，问题都来这里问。,237,https://www.xiaohongshu.com/explore/692826d9000000001d03c634?xsec_token=ABCjZ11b9IDzWg6t3mS8lHyMWWUaEnfjv_wQZRbFTqaJk=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,69a914680000000026032131,normal,我国商个人法研究长期短缺，张梁教授新作👍,43,https://www.xiaohongshu.com/explore/69a914680000000026032131?xsec_token=ABmthYnK2FWuR5oHt6zwQvuFHriqJC-YQ2-19unjGZpxc=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,69a808e5000000002202dc2f,normal,鹅毛大雪中迎来2026第一周课程，三门选修,40,https://www.xiaohongshu.com/explore/69a808e5000000002202dc2f?xsec_token=ABEeZmZYfcrUNO4jpadImJuWLOsr2PK_gaEVn99Y22E8s=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,699e76fb0000000023039527,normal,再喝一杯，敬征途漫漫，启程回国。,30,https://www.xiaohongshu.com/explore/699e76fb0000000023039527?xsec_token=ABavRMsx4VjEPcHY1XXKYVn25nuHCjNNdLkK5EHRROitg=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,699c5e61000000000b010241,video,超级暴风雪，明天回国航班会不会延误😡😡😡,13,https://www.xiaohongshu.com/explore/699c5e61000000000b010241?xsec_token=ABxIPu6romSWlxHj8NvcM3WRmlyraR8ciDfd7aQqpd7Ig=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,6993e56e000000000a031e95,normal,祝福大家新的一年，生机勃发，万事从容。,31,https://www.xiaohongshu.com/explore/6993e56e000000000a031e95?xsec_token=ABcq7rV8dsJP3SQwcHr0Q6IjAGkAo_SXpONymwfw5F6cg=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,698cf9cd000000000c0366a7,video,这个BGM一响，马上燃起来了，非常有感染力！,13,https://www.xiaohongshu.com/explore/698cf9cd000000000c0366a7?xsec_token=ABsb7RX-R44NjsWx30WAphzkdf78u1aw6i3cGJmXzx5Pc=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,69890360000000000a03cb30,normal,书店Poster上的几句话，比较喜欢,24,https://www.xiaohongshu.com/explore/69890360000000000a03cb30?xsec_token=AB7RImL5pnEcBtEWRnDmxwUNB2LLQB_v1y2m6BhtW6p7k=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,69752743000000000a02ec5f,normal,给大家推荐一本Bainbridge教授2025年底新作,155,https://www.xiaohongshu.com/explore/69752743000000000a02ec5f?xsec_token=ABT6pHcdZ3ncDf3CbeX9LlDc3RI6kvuwUEmJDn8tRvv4Q=&xsec_source=pc_search
商法学者,刘斌-商法,8920233777,商法刘斌,8920233777,64b8cc9a00000000140343b2,6959dde6000000001e01237f,normal,冷门绝学——监事会研究(作者大可教授语),98,https://www.xiaohongshu.com/explore/6959dde6000000001e01237f?xsec_token=ABM66z_ThiG60aeHRIkybSivPic3AHGK3OQaSSbWLyC6g=&xsec_source=pc_search
